study_name,source_file,source_sheet,individual_id,label,intervention,measurement,substance,tissue,method,time,time_unit,concentration,concentration_unit
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,0.0,hr,0.0,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,0.25,hr,2458.182,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,0.5,hr,5207.273,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,1.0,hr,4989.091,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,1.5,hr,4581.8184,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,2.0,hr,4392.727,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,3.0,hr,4014.5454,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,4.0,hr,3607.2727,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,6.0,hr,2763.6365,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,8.0,hr,2138.182,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,12.0,hr,1265.4546,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,24.0,hr,320.0,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,36.0,hr,72.72727,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,48.0,hr,87.27273,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,0.0,hr,14.545455,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,0.25,hr,1847.2727,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,0.5,hr,5221.8184,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,1.0,hr,5614.5454,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,1.5,hr,5120.0,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,2.0,hr,4829.091,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,3.0,hr,4465.4546,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,4.0,hr,4130.909,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,6.0,hr,3418.182,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,8.0,hr,2894.5454,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,12.0,hr,1978.1818,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,24.0,hr,756.36365,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,36.0,hr,276.36365,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_10mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 10mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 10mg",concentration,caffeine,plasma,HPLC MS/MS,48.0,hr,145.45454,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,0.0,hr,0.0,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,0.25,hr,1553.5391,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,0.5,hr,4007.2595,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,1.0,hr,4283.1216,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,1.5,hr,3963.7024,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,2.0,hr,3687.8403,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,3.0,hr,3281.3066,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,4.0,hr,2976.4065,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,6.0,hr,2264.9727,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,8.0,hr,1800.363,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,12.0,hr,1030.853,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,24.0,hr,290.38113,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,36.0,hr,87.114334,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg,"caffeine_200mg, midazolam_2mg",concentration,caffeine,plasma,HPLC MS/MS,48.0,hr,29.038113,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,0.0,hr,0.0,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,0.25,hr,1698.7296,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,0.5,hr,4500.907,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,1.0,hr,4878.403,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,1.5,hr,4486.388,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,2.0,hr,4196.0073,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,3.0,hr,3920.1453,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,4.0,hr,3629.7642,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,6.0,hr,3121.5972,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,8.0,hr,2671.5063,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,12.0,hr,1945.5536,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,24.0,hr,856.6243,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,36.0,hr,377.49545,ng/ml
Edwards2017,Edwards2017.xlsx,Fig1,,Fig1_Study_1_25mg_caffeine_200mg_ midazolam_2mg_OCA pre-treatment 25mg,"caffeine_200mg, midazolam_2mg,OCA pre-treatment 25mg",concentration,caffeine,plasma,HPLC MS/MS,48.0,hr,217.78584,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.25,hr,30.512556,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.33,hr,168.28366,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.67,hr,848.8788,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,1.0,hr,1008.6807,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,1.5,hr,1156.3967,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,2.5,hr,1135.636,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,3.0,hr,794.5583,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,4.0,hr,696.85455,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,6.0,hr,803.3578,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,8.0,hr,568.5556,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,10.0,hr,328.68378,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,12.0,hr,311.36557,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_1,Fig1_caffeine_1,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,24.0,hr,59.698566,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.25,hr,87.987854,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.33,hr,316.1865,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.67,hr,917.1508,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,1.0,hr,1136.1346,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,1.5,hr,1256.867,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,2.5,hr,1234.3025,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,3.0,hr,978.4708,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,4.0,hr,848.0607,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,5.0,hr,883.8362,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,6.0,hr,726.0693,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,8.0,hr,492.914,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,10.0,hr,291.81137,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,12.0,hr,243.96696,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_2,Fig1_caffeine_2,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,24.0,hr,21.454422,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_3,Fig1_caffeine_3,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.25,hr,214.79749,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_3,Fig1_caffeine_3,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.33,hr,612.02325,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_3,Fig1_caffeine_3,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,0.67,hr,1076.998,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_3,Fig1_caffeine_3,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,1.0,hr,1302.7811,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_3,Fig1_caffeine_3,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,1.5,hr,1398.9457,ng/ml
Lenuzza2016,Lenuzza2016.xlsx,Fig1,caffeine_3,Fig1_caffeine_3,"apap60mg_po,repaglinide0.25mg_po,dex18mg_po,digoxin0.25mg_po,memantine5mg_po,midazolam4mg_po,omeprazole10mg_po,rosuvastatin5mg_po,tolbutamide10m_po,caffeine73mg_po",concentration,caffeine,plasma,LC-MS-MS,2.5,hr,1333.5309,ng/ml
